HUC_10,HU_10_NAME,spsm_MPG,spsm_POP_NAME,spsm_TRT_POPID,sthd_MPG,sthd_POP_NAME,sthd_TRT_POPID,fall_MPG,fall_POP_NAME,fall_TRT_POPID,spsm_sm,spsm_sm2,spsm_w,spsm_w2,spsm_r,spsm_r2,spsm_ip,sthd_sm,sthd_sm2,sthd_w,sthd_w2,sthd_r,sthd_r2,sthd_ip
1706010402,Meadow Creek,Grande Ronde / Imnaha,Grande Ronde River upper mainstem,GRUMA,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,NA,NA,NA,0.0037904848391267115,5.674235593219615e-4,1.6024749986465,0.18680526845766465,0.0037904848391267115,5.674235593219615e-4,0.2644873661645314,0.0034861773903880015,0.0015268601545894182,3.3138352393766013,1.0931518307534884,0.0034861773903880015,0.0015268601545894182,0.7697525614023623
1706010403,Beaver Creek-Grande Ronde River,Grande Ronde / Imnaha,Grande Ronde River upper mainstem,GRUMA,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,NA,NA,NA,0.002965608463066984,2.0968227692509837e-4,2.0317973174073654,0.1370181007409662,0.002965608463066984,2.0968227692509837e-4,0.25666777601921,0.003462887663258911,0.0015056590304674655,3.0928213967942995,0.9670744477873855,0.003462887663258911,0.0015056590304674655,0.9261367241219092
1706010404,Five Points Creek-Grande Ronde River,Grande Ronde / Imnaha,Grande Ronde River upper mainstem,GRUMA,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,NA,NA,NA,0.0025188165123820987,2.2289260375337483e-4,2.435870947701595,0.2169940788829095,0.0025188165123820987,2.2289260375337483e-4,NA,0.002909368974439123,0.0011215967954011023,3.2656559516506367,0.8130459876424642,0.002909368974439123,0.0011215967954011023,0.881591940975835
1706010405,Upper Catherine Creek,Grande Ronde / Imnaha,Catherine Creek,GRCAT,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,NA,NA,NA,0.003607748578439526,6.900257088386332e-4,1.8800102535419154,0.22805102685825226,0.003607748578439526,6.900257088386332e-4,0.4796027657138202,0.0026779812813739327,6.903480393875356e-4,3.1591964901884984,0.5524309756409713,0.0026779812813739327,6.903480393875356e-4,0.7130203550362442
1706010406,Ladd Creek,Grande Ronde / Imnaha,Catherine Creek,GRCAT,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08929267235973931,0.0027904324666647236,5.448194463651843e-4,3.9931877477214943,0.7638484252061756,0.0027904324666647236,5.448194463651843e-4,0.668586691730965
1706010407,Lower Catherine Creek,Grande Ronde / Imnaha,Grande Ronde River upper mainstem,GRUMA,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,NA,NA,NA,0.0031256170997445015,7.076190704059807e-4,2.4229871249794237,0.30672445481892335,0.0031256170997445015,7.076190704059807e-4,0.0625562884954912,0.0026758645475713078,8.110613097668794e-4,3.2998335935944043,0.6194042463421523,0.0026758645475713078,8.110613097668794e-4,NA
1706010408,Willow Creek,NA,NA,NA,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0042405838998012335,0.001964196095650189,3.450093407939516,1.0445078364576228,0.0042405838998012335,0.001964196095650189,NA
1706010409,Indian Creek-Grande Ronde River,Grande Ronde / Imnaha,Catherine Creek,GRCAT,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,NA,NA,NA,0.002844623141331644,3.797424314140324e-4,2.2193133832887435,0.24002717550915673,0.002844623141331644,3.797424314140324e-4,NA,0.0025922221033951184,8.555932131325183e-4,3.154073325637952,0.6631801643963897,0.0025922221033951184,8.555932131325183e-4,1.2115053826677875
1706010410,Lookingglass Creek,Grande Ronde / Imnaha,Lookingglass Creek,GRLOO,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,NA,NA,NA,0.002810767643859913,2.7017246100482606e-4,1.6989656559288413,0.1645746101152422,0.002810767643859913,2.7017246100482606e-4,NA,0.0029308469842700387,0.0010253746664937878,2.9346473286217143,0.7817774696564346,0.0029308469842700387,0.0010253746664937878,0.6941306849843014
1706010411,Cabin Creek-Grande Ronde River,NA,NA,NA,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,NA,NA,NA,0.002327172095132581,1.9921489518719596e-4,3.3566662926538,0.24782079051316672,0.002327172095132581,1.9921489518719596e-4,NA,0.002930900823755165,0.0010726152194504175,3.0204543069725647,0.7617410136030228,0.002930900823755165,0.0010726152194504175,1.0840274422240845
1706010501,Upper Wallowa River,Grande Ronde / Imnaha,Lostine River,GRLOS,Grande Ronde River,Wallowa River,GRWAL-s,NA,NA,NA,0.00321977751715002,6.901211969917881e-4,1.6412963969544831,0.15768557149580611,0.00321977751715002,6.901211969917881e-4,NA,0.002486195358681981,5.990914671752523e-4,3.0826771872077283,0.531215885715511,0.002486195358681981,5.990914671752523e-4,0.8870628927671321
1706010502,Lostine River,Grande Ronde / Imnaha,Lostine River,GRLOS,Grande Ronde River,Wallowa River,GRWAL-s,NA,NA,NA,0.0022286247160929486,2.0240556790408835e-4,1.8553267489546006,0.1247783752967086,0.0022286247160929486,2.0240556790408835e-4,NA,0.0015275921486833212,1.628936085015734e-4,2.508741419059584,0.2136607380688484,0.0015275921486833212,1.628936085015734e-4,0.7413669142663099
1706010503,Middle Wallowa River,Grande Ronde / Imnaha,Lostine River,GRLOS,Grande Ronde River,Wallowa River,GRWAL-s,NA,NA,NA,0.0017385059196869056,1.62091561981e-4,1.449580184774218,0.07974496859371862,0.0017385059196869056,1.62091561981e-4,0.6204620396541933,0.0022721368227632,6.25052123722163e-4,2.6256950141469364,0.4996703122878986,0.0022721368227632,6.25052123722163e-4,1.2452215105679225
1706010504,Bear Creek,Grande Ronde / Imnaha,Lostine River,GRLOS,Grande Ronde River,Wallowa River,GRWAL-s,NA,NA,NA,0.002413234414107618,2.399607894886183e-4,1.5429242089892783,0.12931977091510538,0.002413234414107618,2.399607894886183e-4,0.3308745460971206,0.0021664948176380277,4.083700594249355e-4,2.5601432683587504,0.36105867391681956,0.0021664948176380277,4.083700594249355e-4,0.7117243295358018
1706010505,Minam River,Grande Ronde / Imnaha,Minam River,GRMIN,Grande Ronde River,Wallowa River,GRWAL-s,NA,NA,NA,0.0021861781847292445,2.3918312487172978e-4,1.5796218179959738,0.11047735346012373,0.0021861781847292445,2.3918312487172978e-4,NA,0.0017485449521322859,3.034211581884641e-4,2.4122645487789924,0.28421091902697965,0.0017485449521322859,3.034211581884641e-4,0.6627460805260361
1706010506,Lower Wallowa River,Grande Ronde / Imnaha,Lostine River,GRLOS,Grande Ronde River,Wallowa River,GRWAL-s,NA,NA,NA,0.002027117502038352,1.9065669684007407e-4,2.143763930238429,0.11007486562435283,0.002027117502038352,1.9065669684007407e-4,0.2445776789384399,0.002632066288406921,8.344263626166779e-4,3.0093291147680596,0.6218116762925068,0.002632066288406921,8.344263626166779e-4,NA
1706010601,Grossman Creek-Grande Ronde River,NA,NA,NA,Grande Ronde River,Grande Ronde River lower mainstem tributaries,GRLMT-s,NA,NA,NA,0.002485005524011401,3.158752221279278e-4,4.16037713708681,0.14984258811188,0.002485005524011401,3.158752221279278e-4,NA,0.002324183966581545,7.537925955363619e-4,3.4610131177292094,0.5847430849538625,0.002324183966581545,7.537925955363619e-4,0.20519821567393878
1706010602,Mud Creek-Grande Ronde River,NA,NA,NA,Grande Ronde River,Grande Ronde River lower mainstem tributaries,GRLMT-s,NA,NA,NA,0.0028965319346061238,3.8315789544815434e-4,2.632360981387474,0.16318184124746313,0.0028965319346061238,3.8315789544815434e-4,NA,0.0033806133166980955,0.0013108826971217024,2.82877807557983,0.8084262921323709,0.0033806133166980955,0.0013108826971217024,0.8835537316209473
1706010603,Wenaha River,Grande Ronde / Imnaha,Wenaha River,GRWEN,Grande Ronde River,Grande Ronde River lower mainstem tributaries,GRLMT-s,NA,NA,NA,0.0037942416040786576,7.746989308964639e-4,1.4564972949599755,0.17768482886092515,0.0037942416040786576,7.746989308964639e-4,0.30898984185112455,0.002479277008902679,6.735519115991529e-4,3.015928698141927,0.5400837882207338,0.002479277008902679,6.735519115991529e-4,0.6333048400071623
1706010604,Chesnimnus Creek,NA,NA,NA,Grande Ronde River,Joseph Creek,GRJOS-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003852654959079486,0.0016375869851310491,3.038582944517344,0.9999941854974481,0.003852654959079486,0.0016375869851310491,0.937738879801066
1706010605,Upper Joseph Creek,NA,NA,NA,Grande Ronde River,Joseph Creek,GRJOS-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0034371970471084074,0.0010977710510489578,3.4325581290532794,0.8917847222080579,0.0034371970471084074,0.0010977710510489578,1.0323351230226534
1706010606,Lower Joseph Creek,NA,NA,NA,Grande Ronde River,Joseph Creek,GRJOS-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002627541666838358,9.151806044516812e-4,2.9465776031918858,0.6247392790440324,0.002627541666838358,9.151806044516812e-4,0.40568503684262536
1706010607,Lower Grande Ronde River,NA,NA,NA,Grande Ronde River,Grande Ronde River lower mainstem tributaries,GRLMT-s,Snake River,Snake River Lower Mainstem,SNLMA-f,0.0022515869771770744,2.2530613360942456e-4,4.52267606836554,0.1762605060790943,0.0022515869771770744,2.2530613360942456e-4,NA,0.0022512888359770443,7.964219798727226e-4,3.4146104821233805,0.5663208786893865,0.0022512888359770443,7.964219798727226e-4,0.12101651828947953
1706010701,Alpowa Creek,NA,NA,NA,Lower Snake,Asotin Creek,SNASO-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0030578538815984047,0.0010067903604489101,3.6541435531849533,0.9780160555963957,0.0030578538815984047,0.0010067903604489101,NA
1706010702,Steptoe Canyon-Snake River,NA,NA,NA,Lower Snake,Asotin Creek,SNASO-s,Snake River,Snake River Lower Mainstem,SNLMA-f,0.0028871526090402016,7.486542133531008e-4,1.7503434718071669,0.14689029556695773,0.0028871526090402016,7.486542133531008e-4,NA,0.002820477114867782,8.957906472015885e-4,3.279076053175222,0.7011483073282128,0.002820477114867782,8.957906472015885e-4,NA
1706010703,Deadman Creek,NA,NA,NA,Lower Snake,Tucannon River,SNTUC-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003566227656085178,0.0013078581613827332,3.8281882311554147,1.0376961542368075,0.003566227656085178,0.0013078581613827332,NA
1706010704,Flat Creek,NA,NA,NA,Lower Snake,Tucannon River,SNTUC-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0029800121275678983,7.901093894231594e-4,3.476993739686576,0.8722089403253322,0.0029800121275678983,7.901093894231594e-4,NA
1706010705,Pataha Creek,Lower Snake,Tucannon River,SNTUC,Lower Snake,Tucannon River,SNTUC-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046048822533969504,0.0026538105135554668,6.824899778401679e-4,3.1314674721502107,0.7594780584078326,0.0026538105135554668,6.824899778401679e-4,0.6393874446121461
1706010706,Upper Tucannon River,Lower Snake,Tucannon River,SNTUC,Lower Snake,Tucannon River,SNTUC-s,NA,NA,NA,0.001832744449156417,2.332436422051504e-4,1.2139382452542404,0.1080910836975144,0.001832744449156417,2.332436422051504e-4,0.3567250485449931,0.0017641768656954811,3.701953262932682e-4,2.4392798279403993,0.4268423323110483,0.0017641768656954811,3.701953262932682e-4,0.667398188287979
1706010707,Lower Tucannon River,Lower Snake,Tucannon River,SNTUC,Lower Snake,Tucannon River,SNTUC-s,Snake River,Snake River Lower Mainstem,SNLMA-f,0.0012918535990468958,1.1375669674586459e-4,1.1246972068953243,0.08614876617726948,0.0012918535990468958,1.1375669674586459e-4,0.22466402539265753,0.0022971147599159104,5.986650512123237e-4,2.475176222452551,0.4436448985468461,0.0022971147599159104,5.986650512123237e-4,NA
1706010708,Penawawa Creek-Snake River,NA,NA,NA,Lower Snake,Tucannon River,SNTUC-s,Snake River,Snake River Lower Mainstem,SNLMA-f,0.0016699720459951747,1.6767468966523796e-4,1.770531594611511,0.11407479688717478,0.0016699720459951747,1.6767468966523796e-4,NA,0.002147805708540199,5.084549623751876e-4,2.830266509434634,0.4497437494852088,0.002147805708540199,5.084549623751876e-4,NA
1706010808,Willow Creek-Palouse River,NA,NA,NA,Lower Snake,Tucannon River,SNTUC-s,Snake River,Snake River Lower Mainstem,SNLMA-f,NA,NA,NA,NA,NA,NA,NA,0.0014452390858325757,2.3137181197845454e-4,3.689549831381343,0.3109350216062436,0.0014452390858325757,2.3137181197845454e-4,NA
1706011001,Walker Creek-Snake River,NA,NA,NA,Lower Snake,Tucannon River,SNTUC-s,Snake River,Snake River Lower Mainstem,SNLMA-f,0.001653001270293166,1.5898612152965587e-4,3.846455059040426,0.14593135247557673,0.001653001270293166,1.5898612152965587e-4,NA,0.0014585735359394858,2.397990331914458e-4,3.885172929289576,0.35444741656888507,0.0014585735359394858,2.397990331914458e-4,NA
1706011004,McCoy Creek-Snake River,NA,NA,NA,NA,NA,NA,Snake River,Snake River Lower Mainstem,SNLMA-f,0.0014970924168803117,1.6361799905418182e-4,3.8449040312099805,0.21075463608701933,0.0014970924168803117,1.6361799905418182e-4,NA,0.001442532093425801,2.374331512317619e-4,3.922818561030231,0.3753842043425929,0.001442532093425801,2.374331512317619e-4,NA
1706020101,Valley Creek,Upper Salmon River,Valley Creek,SRVAL,Salmon River,Salmon River upper mainstem,SRUMA-s,NA,NA,NA,0.004603038231813695,0.0014102792599615976,1.0861943174607793,0.1701464904481186,0.004603038231813695,0.0014102792599615976,NA,0.0037862468633620633,0.0011361369231032755,2.7952226589003732,0.6376108016178952,0.0037862468633620633,0.0011361369231032755,1.351070719167923
1706020102,Pole Creek-Salmon River,Upper Salmon River,Salmon River upper mainstem above Redfish Lake,SRUMA,Salmon River,Salmon River upper mainstem,SRUMA-s,NA,NA,NA,0.004129410120571724,0.001087068059292939,1.240910791930281,0.18007195302516907,0.004129410120571724,0.001087068059292939,1.1658372430104733,0.0033686586823479902,7.998351414903666e-4,2.699498738799613,0.47741967542746183,0.0033686586823479902,7.998351414903666e-4,1.5507241828518235
1706020103,Alturas Lake Creek,Upper Salmon River,Salmon River upper mainstem above Redfish Lake,SRUMA,Salmon River,Salmon River upper mainstem,SRUMA-s,NA,NA,NA,0.003451047614996373,6.769974205541819e-4,1.3595551377084256,0.17550276906174575,0.003451047614996373,6.769974205541819e-4,NA,0.0030291105644780847,5.932878238101801e-4,2.7226844923791855,0.4213188623676263,0.0030291105644780847,5.932878238101801e-4,1.4051808346290717
1706020104,Redfish Lake Creek-Salmon River,Upper Salmon River,Salmon River upper mainstem above Redfish Lake,SRUMA,Salmon River,Salmon River upper mainstem,SRUMA-s,NA,NA,NA,0.0033114711765995985,7.900979997142991e-4,1.1224354482533818,0.1255219125527869,0.0033114711765995985,7.900979997142991e-4,NA,0.0028620259133546864,6.375834448518037e-4,2.3373585665284304,0.39393436894782,0.0028620259133546864,6.375834448518037e-4,1.4786225831096294
1706020105,Yankee Fork,Upper Salmon River,Yankee Fork,SRYFS,Salmon River,Salmon River upper mainstem,SRUMA-s,NA,NA,NA,0.004902448456460843,0.0015941930798206115,0.6954399291477984,0.11639204394135401,0.004902448456460843,0.0015941930798206115,NA,0.0037643546994577093,0.0011641812183652116,2.630195046510609,0.5577161174689326,0.0037643546994577093,0.0011641812183652116,1.3577424430477758
1706020106,Basin Creek-Salmon River,Upper Salmon River,Salmon River lower mainstem below Redfish Lake,SRLMA,Salmon River,Salmon River upper mainstem,SRUMA-s,NA,NA,NA,0.003456165839555212,9.005549702990771e-4,0.8610101100109884,0.11180731040817297,0.003456165839555212,9.005549702990771e-4,0.3909703314663202,0.0028098526328756406,6.128680578004951e-4,2.266008611259426,0.3697330239454643,0.0028098526328756406,6.128680578004951e-4,0.9970161603163165
1706020107,Warm Springs Creek,Upper Salmon River,Salmon River lower mainstem below Redfish Lake,SRLMA,Salmon River,Salmon River upper mainstem,SRUMA-s,NA,NA,NA,0.002229712157523617,2.535435440223368e-4,1.0077774051390629,0.10327388889169749,0.002229712157523617,2.535435440223368e-4,0.152562540481532,0.0020299652408202586,2.8752855636457567e-4,2.086474466301823,0.21495562016980468,0.0020299652408202586,2.8752855636457567e-4,1.4272444756735407
1706020108,Squaw Creek,Upper Salmon River,Salmon River lower mainstem below Redfish Lake,SRLMA,Salmon River,Salmon River upper mainstem,SRUMA-s,NA,NA,NA,0.003233462229448066,6.444740007862819e-4,0.8272254843781522,0.11972744241589314,0.003233462229448066,6.444740007862819e-4,0.34774639950067254,0.0028732991284001995,5.845103468467116e-4,2.432451059126876,0.49721319274704884,0.0028732991284001995,5.845103468467116e-4,0.8218292612314722
1706020109,Slate Creek-Salmon River,Upper Salmon River,Salmon River lower mainstem below Redfish Lake,SRLMA,Salmon River,Salmon River upper mainstem,SRUMA-s,NA,NA,NA,0.0027686760206445432,5.545675834371698e-4,1.161700324682621,0.11344025662381813,0.0027686760206445432,5.545675834371698e-4,NA,0.0023862914057158737,4.043651197170268e-4,2.3855163810999467,0.2845905627941119,0.0023862914057158737,4.043651197170268e-4,NA
1706020110,Upper East Fork Salmon River,Upper Salmon River,East Fork Salmon River,SREFS,Salmon River,East Fork Salmon River,SREFS-s,NA,NA,NA,0.002851377666162362,4.3559706909699513e-4,0.9804407947427709,0.1277738165880211,0.002851377666162362,4.3559706909699513e-4,NA,0.0028386108843723515,4.510681561831069e-4,2.4476432992571318,0.33787881217387516,0.0028386108843723515,4.510681561831069e-4,0.8160461876632283
1706020111,Middle East Fork Salmon River,Upper Salmon River,East Fork Salmon River,SREFS,Salmon River,East Fork Salmon River,SREFS-s,NA,NA,NA,0.002955268023163341,6.505632476037143e-4,0.8209558921981043,0.09632567578590842,0.002955268023163341,6.505632476037143e-4,NA,0.0028784502802308657,5.999665683215315e-4,2.365198014942527,0.3945316607602957,0.0028784502802308657,5.999665683215315e-4,1.1846747008824976
1706020112,Herd Creek,Upper Salmon River,East Fork Salmon River,SREFS,Salmon River,East Fork Salmon River,SREFS-s,NA,NA,NA,0.003497636862154107,8.015941384107117e-4,0.7504309238820539,0.12216779063526202,0.003497636862154107,8.015941384107117e-4,0.3395434773198893,0.00332164664330585,7.198680813118831e-4,2.42516225944141,0.501217345172333,0.00332164664330585,7.198680813118831e-4,1.0674570761123683
1706020113,Lower East Fork Salmon River,Upper Salmon River,East Fork Salmon River,SREFS,Salmon River,East Fork Salmon River,SREFS-s,NA,NA,NA,0.001915482839844767,2.1246631586460682e-4,1.1392253789177342,0.07683881414454814,0.001915482839844767,2.1246631586460682e-4,0.6518259799214422,0.001827453420001448,2.3123976661265668e-4,2.080499032042005,0.17852757462299693,0.001827453420001448,2.3123976661265668e-4,1.918281911096393
1706020114,Bayhorse Creek-Salmon River,Upper Salmon River,Salmon River lower mainstem below Redfish Lake,SRLMA,Salmon River,East Fork Salmon River,SREFS-s,NA,NA,NA,0.0023218743129261974,3.422127365131016e-4,2.741452848215552,0.10635476637247286,0.0023218743129261974,3.422127365131016e-4,0.3899394546263838,0.00197488975498611,3.3127444112932025e-4,2.746456611853457,0.23424277710280628,0.00197488975498611,3.3127444112932025e-4,NA
1706020115,Warm Spring Creek,Upper Salmon River,Salmon River lower mainstem below Redfish Lake,SRLMA,Salmon River,East Fork Salmon River,SREFS-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1706020116,Challis Creek,Upper Salmon River,Salmon River lower mainstem below Redfish Lake,SRLMA,Salmon River,East Fork Salmon River,SREFS-s,NA,NA,NA,0.0019651829326284187,2.0755706729152877e-4,1.2830790034927653,0.09784947237029606,0.0019651829326284187,2.0755706729152877e-4,0.3713597533353227,0.0018702629201017582,2.6358002502153386e-4,2.016873025547265,0.27424091686762253,0.0018702629201017582,2.6358002502153386e-4,1.320558104263162
1706020117,Morgan Creek,Upper Salmon River,Salmon River lower mainstem below Redfish Lake,SRLMA,Salmon River,East Fork Salmon River,SREFS-s,NA,NA,NA,0.003418594619462421,8.301092767059121e-4,0.8711923242462263,0.1228299773485216,0.003418594619462421,8.301092767059121e-4,0.32326402989196656,0.003057247865825411,7.28799744346947e-4,2.4176649815410403,0.5524123561525154,0.003057247865825411,7.28799744346947e-4,0.9393182170046748
1706020118,Garden Creek-Salmon River,Upper Salmon River,Salmon River lower mainstem below Redfish Lake,SRLMA,Salmon River,East Fork Salmon River,SREFS-s,NA,NA,NA,0.0027723486750009085,5.039131531836146e-4,2.805734065398825,0.1272893658572932,0.0027723486750009085,5.039131531836146e-4,NA,0.002334288643068697,4.936504903446534e-4,3.0332454338137116,0.41495780415826505,0.002334288643068697,4.936504903446534e-4,1.3148109575020732
1706020201,Upper Pahsimeroi River,Upper Salmon River,Pahsimeroi River,SRPAH,Salmon River,Pahsimeroi River,SRPAH-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5456368467235904,NA,NA,NA,NA,NA,NA,1.5320224527302762
1706020202,Middle Pahsimeroi River,Upper Salmon River,Pahsimeroi River,SRPAH,Salmon River,Pahsimeroi River,SRPAH-s,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.121113825810552,NA,NA,NA,NA,NA,NA,1.7850378937531663
1706020203,Lower Pahsimeroi River,Upper Salmon River,Pahsimeroi River,SRPAH,Salmon River,Pahsimeroi River,SRPAH-s,NA,NA,NA,0.002173281089522806,2.038238557341053e-4,1.8338067114136622,0.10294428959925357,0.002173281089522806,2.038238557341053e-4,1.3339621819639678,0.0023534270519036866,3.911888146538236e-4,2.5999702111578125,0.371554237162013,0.0023534270519036866,3.911888146538236e-4,1.8925356593720466
1706020301,Hat Creek-Salmon River,Upper Salmon River,Salmon River lower mainstem below Redfish Lake,SRLMA,Salmon River,Pahsimeroi River,SRPAH-s,NA,NA,NA,0.002400494459896526,2.7095991380080486e-4,3.551516964195091,0.13457428044189965,0.002400494459896526,2.7095991380080486e-4,0.15937837571471525,0.0016593902845331717,2.7712827554543073e-4,3.4644287461473495,0.2789806306300756,0.0016593902845331717,2.7712827554543073e-4,0.3718393475144174
